Year,GeoTypeName,Borough,Geography,Geography ID,Indicator Name,Number,Percent,Notes Number,Notes Percent
2009-13,Neighborhood (community district),Brooklyn, Bedford Stuyvesant (CD3),303,Poverty,"43,803",32.5,,
2010-14,Neighborhood (community district),Brooklyn, Bedford Stuyvesant (CD3),303,Poverty,"43,387",31.7,,
2011-15,Neighborhood (community district),Brooklyn, Bedford Stuyvesant (CD3),303,Poverty,"44,892",32.4,,
2012-16,Neighborhood (community district),Brooklyn, Bedford Stuyvesant (CD3),303,Poverty,"44,896",31.7,,
2013-17,Neighborhood (community district),Brooklyn, Bedford Stuyvesant (CD3),303,Poverty,"44,037",30.5,,
2009-13,Neighborhood (community district),Bronx, Belmont and East Tremont (CD6),206,Poverty,"66,693",42.9,,
2010-14,Neighborhood (community district),Bronx, Belmont and East Tremont (CD6),206,Poverty,"71,026",44,,
2011-15,Neighborhood (community district),Bronx, Belmont and East Tremont (CD6),206,Poverty,"72,564",43.9,,
2012-16,Neighborhood (community district),Bronx, Belmont and East Tremont (CD6),206,Poverty,"71,267",42.7,,
2013-17,Neighborhood (community district),Bronx, Belmont and East Tremont (CD6),206,Poverty,"69,441",40.9,,
2009-13,Neighborhood (community district),Brooklyn, Bensonhurst (CD11),311,Poverty,"29,988",16.9,,
2010-14,Neighborhood (community district),Brooklyn, Bensonhurst (CD11),311,Poverty,"32,160",17.5,,
2011-15,Neighborhood (community district),Brooklyn, Bensonhurst (CD11),311,Poverty,"34,697",18.4,,
2012-16,Neighborhood (community district),Brooklyn, Bensonhurst (CD11),311,Poverty,"33,809",17.9,,
2013-17,Neighborhood (community district),Brooklyn, Bensonhurst (CD11),311,Poverty,"33,230",17.4,,
2009-13,Neighborhood (community district),Brooklyn, Borough Park (CD12),312,Poverty,"50,999",31.4,,
2010-14,Neighborhood (community district),Brooklyn, Borough Park (CD12),312,Poverty,"53,976",32.5,,
2011-15,Neighborhood (community district),Brooklyn, Borough Park (CD12),312,Poverty,"53,548",32.5,,
2012-16,Neighborhood (community district),Brooklyn, Borough Park (CD12),312,Poverty,"53,656",32.7,,
2013-17,Neighborhood (community district),Brooklyn, Borough Park (CD12),312,Poverty,"52,389",32,,
2009-13,Neighborhood (community district),Brooklyn, Brownsville (CD16),316,Poverty,"43,447",36.6,,
2010-14,Neighborhood (community district),Brooklyn, Brownsville (CD16),316,Poverty,"45,369",37.2,,
2011-15,Neighborhood (community district),Brooklyn, Brownsville (CD16),316,Poverty,"45,448",36.8,,
2012-16,Neighborhood (community district),Brooklyn, Brownsville (CD16),316,Poverty,"43,761",36,,
2013-17,Neighborhood (community district),Brooklyn, Brownsville (CD16),316,Poverty,"43,833",36.7,,
2009-13,Neighborhood (community district),Brooklyn, Bushwick (CD4),304,Poverty,"41,424",30.3,,
2010-14,Neighborhood (community district),Brooklyn, Bushwick (CD4),304,Poverty,"40,260",29.2,,
2011-15,Neighborhood (community district),Brooklyn, Bushwick (CD4),304,Poverty,"39,826",29.3,,
2012-16,Neighborhood (community district),Brooklyn, Bushwick (CD4),304,Poverty,"38,525",28.6,,
2013-17,Neighborhood (community district),Brooklyn, Bushwick (CD4),304,Poverty,"36,778",27.3,,
2009-13,Neighborhood (community district),Manhattan, Central Harlem (CD10),110,Poverty,"35,630",28.1,,
2010-14,Neighborhood (community district),Manhattan, Central Harlem (CD10),110,Poverty,"37,600",29.1,,
2011-15,Neighborhood (community district),Manhattan, Central Harlem (CD10),110,Poverty,"37,385",28.5,,
2012-16,Neighborhood (community district),Manhattan, Central Harlem (CD10),110,Poverty,"38,741",28.7,,
2013-17,Neighborhood (community district),Manhattan, Central Harlem (CD10),110,Poverty,"37,364",27.2,,
2009-13,Neighborhood (community district),Manhattan, Clinton and Chelsea (CD4),104,Poverty,"17,576",12.6,,
2010-14,Neighborhood (community district),Manhattan, Clinton and Chelsea (CD4),104,Poverty,"18,203",12.7,,
2011-15,Neighborhood (community district),Manhattan, Clinton and Chelsea (CD4),104,Poverty,"19,151",13.1,,
2012-16,Neighborhood (community district),Manhattan, Clinton and Chelsea (CD4),104,Poverty,"18,749",12.8,,
2013-17,Neighborhood (community district),Manhattan, Clinton and Chelsea (CD4),104,Poverty,"20,104",13.5,,
2009-13,Neighborhood (community district),Brooklyn, Coney Island (CD13),313,Poverty,"26,706",25.6,,
2010-14,Neighborhood (community district),Brooklyn, Coney Island (CD13),313,Poverty,"28,936",27.4,,
2011-15,Neighborhood (community district),Brooklyn, Coney Island (CD13),313,Poverty,"28,294",26.5,,
2012-16,Neighborhood (community district),Brooklyn, Coney Island (CD13),313,Poverty,"27,396",25.2,,
2013-17,Neighborhood (community district),Brooklyn, Coney Island (CD13),313,Poverty,"27,773",24.6,,
2009-13,Neighborhood (community district),Brooklyn, Crown Heights and Prospect Heights (CD8),308,Poverty,"32,733",26.7,,
2010-14,Neighborhood (community district),Brooklyn, Crown Heights and Prospect Heights (CD8),308,Poverty,"31,952",25.9,,
2011-15,Neighborhood (community district),Brooklyn, Crown Heights and Prospect Heights (CD8),308,Poverty,"32,235",25.9,,
2012-16,Neighborhood (community district),Brooklyn, Crown Heights and Prospect Heights (CD8),308,Poverty,"31,846",25.1,,
2013-17,Neighborhood (community district),Brooklyn, Crown Heights and Prospect Heights (CD8),308,Poverty,"30,897",23.7,,
2009-13,Neighborhood (community district),Brooklyn, East Flatbush (CD17),317,Poverty,"22,049",16.1,,
2010-14,Neighborhood (community district),Brooklyn, East Flatbush (CD17),317,Poverty,"23,146",17.1,,
2011-15,Neighborhood (community district),Brooklyn, East Flatbush (CD17),317,Poverty,"23,465",17.3,,
2012-16,Neighborhood (community district),Brooklyn, East Flatbush (CD17),317,Poverty,"23,369",16.9,,
2013-17,Neighborhood (community district),Brooklyn, East Flatbush (CD17),317,Poverty,"22,507",16.4,,
2009-13,Neighborhood (community district),Manhattan, East Harlem (CD11),111,Poverty,"36,569",31.5,,
2010-14,Neighborhood (community district),Manhattan, East Harlem (CD11),111,Poverty,"38,489",32.8,,
2011-15,Neighborhood (community district),Manhattan, East Harlem (CD11),111,Poverty,"39,280",33.2,,
2012-16,Neighborhood (community district),Manhattan, East Harlem (CD11),111,Poverty,"40,251",33.8,,
2013-17,Neighborhood (community district),Manhattan, East Harlem (CD11),111,Poverty,"41,871",34.3,,
2009-13,Neighborhood (community district),Brooklyn, East New York and Starrett City (CD5),305,Poverty,"48,622",32.1,,
2010-14,Neighborhood (community district),Brooklyn, East New York and Starrett City (CD5),305,Poverty,"48,393",32.2,,
2011-15,Neighborhood (community district),Brooklyn, East New York and Starrett City (CD5),305,Poverty,"46,181",30.1,,
2012-16,Neighborhood (community district),Brooklyn, East New York and Starrett City (CD5),305,Poverty,"45,244",29.2,,
2013-17,Neighborhood (community district),Brooklyn, East New York and Starrett City (CD5),305,Poverty,"44,394",28.1,,
2009-13,Neighborhood (community district),Queens, Elmhurst and Corona (CD4),404,Poverty,"31,575",22.4,,
2010-14,Neighborhood (community district),Queens, Elmhurst and Corona (CD4),404,Poverty,"31,337",21.8,,
2011-15,Neighborhood (community district),Queens, Elmhurst and Corona (CD4),404,Poverty,"31,951",22.4,,
2012-16,Neighborhood (community district),Queens, Elmhurst and Corona (CD4),404,Poverty,"29,423",20.8,,
2013-17,Neighborhood (community district),Queens, Elmhurst and Corona (CD4),404,Poverty,"26,827",18.9,,
2009-13,Neighborhood (community district),Manhattan, Financial District (CD1),101,Poverty,"11,357",8.1,,
2010-14,Neighborhood (community district),Manhattan, Financial District (CD1),101,Poverty,"11,507",8,,
2011-15,Neighborhood (community district),Manhattan, Financial District (CD1),101,Poverty,"10,820",7.4,,
2012-16,Neighborhood (community district),Manhattan, Financial District (CD1),101,Poverty,"11,167",7.5,,
2013-17,Neighborhood (community district),Manhattan, Financial District (CD1),101,Poverty,"11,723",7.8,,
2009-13,Neighborhood (community district),Brooklyn, Flatbush and Midwood (CD14),314,Poverty,"34,273",22,,
2010-14,Neighborhood (community district),Brooklyn, Flatbush and Midwood (CD14),314,Poverty,"33,914",21.5,,
2011-15,Neighborhood (community district),Brooklyn, Flatbush and Midwood (CD14),314,Poverty,"34,582",21.5,,
2012-16,Neighborhood (community district),Brooklyn, Flatbush and Midwood (CD14),314,Poverty,"33,950",21,,
2013-17,Neighborhood (community district),Brooklyn, Flatbush and Midwood (CD14),314,Poverty,"33,876",20.7,,
2009-13,Neighborhood (community district),Brooklyn, Flatlands and Canarsie (CD18),318,Poverty,"23,160",11.3,,
2010-14,Neighborhood (community district),Brooklyn, Flatlands and Canarsie (CD18),318,Poverty,"25,160",12.1,,
2011-15,Neighborhood (community district),Brooklyn, Flatlands and Canarsie (CD18),318,Poverty,"25,419",12.3,,
2012-16,Neighborhood (community district),Brooklyn, Flatlands and Canarsie (CD18),318,Poverty,"24,006",11.5,,
2013-17,Neighborhood (community district),Brooklyn, Flatlands and Canarsie (CD18),318,Poverty,"22,892",10.8,,
2009-13,Neighborhood (community district),Queens, Flushing and Whitestone (CD7),407,Poverty,"35,947",14.6,,
2010-14,Neighborhood (community district),Queens, Flushing and Whitestone (CD7),407,Poverty,"38,385",15.5,,
2011-15,Neighborhood (community district),Queens, Flushing and Whitestone (CD7),407,Poverty,"38,928",15.8,,
2012-16,Neighborhood (community district),Queens, Flushing and Whitestone (CD7),407,Poverty,"40,461",16.4,,
2013-17,Neighborhood (community district),Queens, Flushing and Whitestone (CD7),407,Poverty,"40,707",16.3,,
2009-13,Neighborhood (community district),Bronx, Fordham and University Heights (CD5),205,Poverty,"53,913",40.9,,
2010-14,Neighborhood (community district),Bronx, Fordham and University Heights (CD5),205,Poverty,"54,496",41.6,,
2011-15,Neighborhood (community district),Bronx, Fordham and University Heights (CD5),205,Poverty,"55,912",41.7,,
2012-16,Neighborhood (community district),Bronx, Fordham and University Heights (CD5),205,Poverty,"56,415",41.6,,
2013-17,Neighborhood (community district),Bronx, Fordham and University Heights (CD5),205,Poverty,"55,621",40,,
2009-13,Neighborhood (community district),Brooklyn, Fort Greene and Brooklyn Heights (CD2),302,Poverty,"23,474",19.4,,
2010-14,Neighborhood (community district),Brooklyn, Fort Greene and Brooklyn Heights (CD2),302,Poverty,"24,001",19.3,,
2011-15,Neighborhood (community district),Brooklyn, Fort Greene and Brooklyn Heights (CD2),302,Poverty,"24,307",19.2,,
2012-16,Neighborhood (community district),Brooklyn, Fort Greene and Brooklyn Heights (CD2),302,Poverty,"24,182",18.5,,
2013-17,Neighborhood (community district),Brooklyn, Fort Greene and Brooklyn Heights (CD2),302,Poverty,"23,282",17.4,,
2009-13,Neighborhood (community district),Brooklyn, Greenpoint and Williamsburg (CD1),301,Poverty,"42,037",28.7,,
2010-14,Neighborhood (community district),Brooklyn, Greenpoint and Williamsburg (CD1),301,Poverty,"40,373",27.1,,
2011-15,Neighborhood (community district),Brooklyn, Greenpoint and Williamsburg (CD1),301,Poverty,"40,370",26.4,,
2012-16,Neighborhood (community district),Brooklyn, Greenpoint and Williamsburg (CD1),301,Poverty,"39,824",25.4,,
2013-17,Neighborhood (community district),Brooklyn, Greenpoint and Williamsburg (CD1),301,Poverty,"38,444",24,,
2009-13,Neighborhood (community district),Manhattan, Greenwich Village and Soho (CD2),102,Poverty,"11,357",8.1,,
2010-14,Neighborhood (community district),Manhattan, Greenwich Village and Soho (CD2),102,Poverty,"11,507",8,,
2011-15,Neighborhood (community district),Manhattan, Greenwich Village and Soho (CD2),102,Poverty,"10,820",7.4,,
2012-16,Neighborhood (community district),Manhattan, Greenwich Village and Soho (CD2),102,Poverty,"11,167",7.5,,
2013-17,Neighborhood (community district),Manhattan, Greenwich Village and Soho (CD2),102,Poverty,"11,723",7.8,,
2009-13,Neighborhood (community district),Bronx, Highbridge and Concourse (CD4),204,Poverty,"49,676",36.1,,
2010-14,Neighborhood (community district),Bronx, Highbridge and Concourse (CD4),204,Poverty,"52,994",38,,
2011-15,Neighborhood (community district),Bronx, Highbridge and Concourse (CD4),204,Poverty,"53,605",38.5,,
2012-16,Neighborhood (community district),Bronx, Highbridge and Concourse (CD4),204,Poverty,"52,067",37.5,,
2013-17,Neighborhood (community district),Bronx, Highbridge and Concourse (CD4),204,Poverty,"52,929",37.1,,
2009-13,Neighborhood (community district),Queens, Hillcrest and Fresh Meadows (CD8),408,Poverty,"23,044",15.4,,
2010-14,Neighborhood (community district),Queens, Hillcrest and Fresh Meadows (CD8),408,Poverty,"23,320",15.4,,
2011-15,Neighborhood (community district),Queens, Hillcrest and Fresh Meadows (CD8),408,Poverty,"22,863",14.8,,
2012-16,Neighborhood (community district),Queens, Hillcrest and Fresh Meadows (CD8),408,Poverty,"22,211",14.1,,
2013-17,Neighborhood (community district),Queens, Hillcrest and Fresh Meadows (CD8),408,Poverty,"22,147",13.9,,
2009-13,Neighborhood (community district),Bronx, Hunts Point and Longwood (CD2),202,Poverty,"60,491",42,,
2010-14,Neighborhood (community district),Bronx, Hunts Point and Longwood (CD2),202,Poverty,"62,795",42.8,,
2011-15,Neighborhood (community district),Bronx, Hunts Point and Longwood (CD2),202,Poverty,"64,169",43.1,,
2012-16,Neighborhood (community district),Bronx, Hunts Point and Longwood (CD2),202,Poverty,"64,547",42.6,,
2013-17,Neighborhood (community district),Bronx, Hunts Point and Longwood (CD2),202,Poverty,"62,860",41.5,,
2009-13,Neighborhood (community district),Queens, Jackson Heights (CD3),403,Poverty,"36,765",20.5,,
2010-14,Neighborhood (community district),Queens, Jackson Heights (CD3),403,Poverty,"37,067",20.7,,
2011-15,Neighborhood (community district),Queens, Jackson Heights (CD3),403,Poverty,"35,857",19.7,,
2012-16,Neighborhood (community district),Queens, Jackson Heights (CD3),403,Poverty,"33,853",18.9,,
2013-17,Neighborhood (community district),Queens, Jackson Heights (CD3),403,Poverty,"29,450",16.5,,
2009-13,Neighborhood (community district),Queens, Jamaica and Hollis (CD12),412,Poverty,"36,901",16.4,,
2010-14,Neighborhood (community district),Queens, Jamaica and Hollis (CD12),412,Poverty,"38,063",16.2,,
2011-15,Neighborhood (community district),Queens, Jamaica and Hollis (CD12),412,Poverty,"36,174",15.5,,
2012-16,Neighborhood (community district),Queens, Jamaica and Hollis (CD12),412,Poverty,"34,925",14.8,,
2013-17,Neighborhood (community district),Queens, Jamaica and Hollis (CD12),412,Poverty,"31,746",13.1,,
2009-13,Neighborhood (community district),Queens, Kew Gardens and Woodhaven (CD9),409,Poverty,"21,506",14.5,,
2010-14,Neighborhood (community district),Queens, Kew Gardens and Woodhaven (CD9),409,Poverty,"22,583",15.3,,
2011-15,Neighborhood (community district),Queens, Kew Gardens and Woodhaven (CD9),409,Poverty,"23,854",15.7,,
2012-16,Neighborhood (community district),Queens, Kew Gardens and Woodhaven (CD9),409,Poverty,"23,325",15.1,,
2013-17,Neighborhood (community district),Queens, Kew Gardens and Woodhaven (CD9),409,Poverty,"22,134",14.3,,
2009-13,Neighborhood (community district),Bronx, Kingsbridge Heights and Bedford (CD7),207,Poverty,"38,991",31.8,,
2010-14,Neighborhood (community district),Bronx, Kingsbridge Heights and Bedford (CD7),207,Poverty,"39,377",31.9,,
2011-15,Neighborhood (community district),Bronx, Kingsbridge Heights and Bedford (CD7),207,Poverty,"40,703",32.1,,
2012-16,Neighborhood (community district),Bronx, Kingsbridge Heights and Bedford (CD7),207,Poverty,"41,351",32.3,,
2013-17,Neighborhood (community district),Bronx, Kingsbridge Heights and Bedford (CD7),207,Poverty,"42,769",32.5,,
2009-13,Neighborhood (community district),Queens, Long Island City and Astoria (CD1),401,Poverty,"30,465",18,,
2010-14,Neighborhood (community district),Queens, Long Island City and Astoria (CD1),401,Poverty,"30,691",17.8,,
2011-15,Neighborhood (community district),Queens, Long Island City and Astoria (CD1),401,Poverty,"30,673",17.7,,
2012-16,Neighborhood (community district),Queens, Long Island City and Astoria (CD1),401,Poverty,"28,343",16.5,,
2013-17,Neighborhood (community district),Queens, Long Island City and Astoria (CD1),401,Poverty,"27,006",15.6,,
2009-13,Neighborhood (community district),Manhattan, Lower East Side and Chinatown (CD3),103,Poverty,"41,448",26,,
2010-14,Neighborhood (community district),Manhattan, Lower East Side and Chinatown (CD3),103,Poverty,"39,298",25.1,,
2011-15,Neighborhood (community district),Manhattan, Lower East Side and Chinatown (CD3),103,Poverty,"42,598",27.1,,
2012-16,Neighborhood (community district),Manhattan, Lower East Side and Chinatown (CD3),103,Poverty,"39,614",25.8,,
2013-17,Neighborhood (community district),Manhattan, Lower East Side and Chinatown (CD3),103,Poverty,"39,216",25.7,,
2009-13,Neighborhood (community district),Manhattan, Midtown (CD5),105,Poverty,"17,576",12.6,,
2010-14,Neighborhood (community district),Manhattan, Midtown (CD5),105,Poverty,"18,203",12.7,,
2011-15,Neighborhood (community district),Manhattan, Midtown (CD5),105,Poverty,"19,151",13.1,,
2012-16,Neighborhood (community district),Manhattan, Midtown (CD5),105,Poverty,"18,749",12.8,,
2013-17,Neighborhood (community district),Manhattan, Midtown (CD5),105,Poverty,"20,104",13.5,,
2009-13,Neighborhood (community district),Manhattan, Morningside Heights and Hamilton Heights (CD9),109,Poverty,"32,825",27.4,,
2010-14,Neighborhood (community district),Manhattan, Morningside Heights and Hamilton Heights (CD9),109,Poverty,"33,395",27.9,,
2011-15,Neighborhood (community district),Manhattan, Morningside Heights and Hamilton Heights (CD9),109,Poverty,"33,066",27.4,,
2012-16,Neighborhood (community district),Manhattan, Morningside Heights and Hamilton Heights (CD9),109,Poverty,"31,079",26,,
2013-17,Neighborhood (community district),Manhattan, Morningside Heights and Hamilton Heights (CD9),109,Poverty,"30,136",24.9,,
2009-13,Neighborhood (community district),Bronx, Morris Park and Bronxdale (CD11),211,Poverty,"23,876",19.2,,
2010-14,Neighborhood (community district),Bronx, Morris Park and Bronxdale (CD11),211,Poverty,"25,580",20.3,,
2011-15,Neighborhood (community district),Bronx, Morris Park and Bronxdale (CD11),211,Poverty,"26,474",20.8,,
2012-16,Neighborhood (community district),Bronx, Morris Park and Bronxdale (CD11),211,Poverty,"25,852",20.5,,
2013-17,Neighborhood (community district),Bronx, Morris Park and Bronxdale (CD11),211,Poverty,"25,479",20.2,,
2009-13,Neighborhood (community district),Bronx, Morrisania and Crotona (CD3),203,Poverty,"66,693",42.9,,
2010-14,Neighborhood (community district),Bronx, Morrisania and Crotona (CD3),203,Poverty,"71,026",44,,
2011-15,Neighborhood (community district),Bronx, Morrisania and Crotona (CD3),203,Poverty,"72,564",43.9,,
2012-16,Neighborhood (community district),Bronx, Morrisania and Crotona (CD3),203,Poverty,"71,267",42.7,,
2013-17,Neighborhood (community district),Bronx, Morrisania and Crotona (CD3),203,Poverty,"69,441",40.9,,
2009-13,Neighborhood (community district),Bronx, Mott Haven and Melrose (CD1),201,Poverty,"60,491",42,,
2010-14,Neighborhood (community district),Bronx, Mott Haven and Melrose (CD1),201,Poverty,"62,795",42.8,,
2011-15,Neighborhood (community district),Bronx, Mott Haven and Melrose (CD1),201,Poverty,"64,169",43.1,,
2012-16,Neighborhood (community district),Bronx, Mott Haven and Melrose (CD1),201,Poverty,"64,547",42.6,,
2013-17,Neighborhood (community district),Bronx, Mott Haven and Melrose (CD1),201,Poverty,"62,860",41.5,,
2009-13,Neighborhood (community district),Brooklyn, Park Slope and Carroll Gardens (CD6),306,Poverty,"11,566",10.3,,
2010-14,Neighborhood (community district),Brooklyn, Park Slope and Carroll Gardens (CD6),306,Poverty,"11,654",10.2,,
2011-15,Neighborhood (community district),Brooklyn, Park Slope and Carroll Gardens (CD6),306,Poverty,"11,317",9.8,,
2012-16,Neighborhood (community district),Brooklyn, Park Slope and Carroll Gardens (CD6),306,Poverty,"11,075",9.6,,
2013-17,Neighborhood (community district),Brooklyn, Park Slope and Carroll Gardens (CD6),306,Poverty,"11,048",9.4,,
2009-13,Neighborhood (community district),Bronx, Parkchester and Soundview (CD9),209,Poverty,"52,168",28.4,,
2010-14,Neighborhood (community district),Bronx, Parkchester and Soundview (CD9),209,Poverty,"52,200",28.2,,
2011-15,Neighborhood (community district),Bronx, Parkchester and Soundview (CD9),209,Poverty,"52,959",28.6,,
2012-16,Neighborhood (community district),Bronx, Parkchester and Soundview (CD9),209,Poverty,"55,155",29.3,,
2013-17,Neighborhood (community district),Bronx, Parkchester and Soundview (CD9),209,Poverty,"53,399",28.2,,
2009-13,Neighborhood (community district),Queens, Queens Village (CD13),413,Poverty,"16,617",8.3,,
2010-14,Neighborhood (community district),Queens, Queens Village (CD13),413,Poverty,"17,686",8.9,,
2011-15,Neighborhood (community district),Queens, Queens Village (CD13),413,Poverty,"17,410",8.8,,
2012-16,Neighborhood (community district),Queens, Queens Village (CD13),413,Poverty,"17,353",8.8,,
2013-17,Neighborhood (community district),Queens, Queens Village (CD13),413,Poverty,"16,423",8.1,,
2009-13,Neighborhood (community district),Queens, Rego Park and Forest Hills (CD6),406,Poverty,"10,916",9.8,,
2010-14,Neighborhood (community district),Queens, Rego Park and Forest Hills (CD6),406,Poverty,"11,355",10.2,,
2011-15,Neighborhood (community district),Queens, Rego Park and Forest Hills (CD6),406,Poverty,"12,599",11.1,,
2012-16,Neighborhood (community district),Queens, Rego Park and Forest Hills (CD6),406,Poverty,"13,424",11.8,,
2013-17,Neighborhood (community district),Queens, Rego Park and Forest Hills (CD6),406,Poverty,"12,807",11,,
2009-13,Neighborhood (community district),Queens, Ridgewood and Maspeth (CD5),405,Poverty,"24,357",14.5,,
2010-14,Neighborhood (community district),Queens, Ridgewood and Maspeth (CD5),405,Poverty,"24,607",14.7,,
2011-15,Neighborhood (community district),Queens, Ridgewood and Maspeth (CD5),405,Poverty,"23,360",13.8,,
2012-16,Neighborhood (community district),Queens, Ridgewood and Maspeth (CD5),405,Poverty,"21,637",12.5,,
2013-17,Neighborhood (community district),Queens, Ridgewood and Maspeth (CD5),405,Poverty,"19,821",11,,
2009-13,Neighborhood (community district),Bronx, Riverdale and Fieldston (CD8),208,Poverty,"17,084",16.8,,
2010-14,Neighborhood (community district),Bronx, Riverdale and Fieldston (CD8),208,Poverty,"18,292",17.7,,
2011-15,Neighborhood (community district),Bronx, Riverdale and Fieldston (CD8),208,Poverty,"18,462",17.7,,
2012-16,Neighborhood (community district),Bronx, Riverdale and Fieldston (CD8),208,Poverty,"19,009",18.2,,
2013-17,Neighborhood (community district),Bronx, Riverdale and Fieldston (CD8),208,Poverty,"19,175",18.2,,
2009-13,Neighborhood (community district),Queens, Rockaway and Broad Channel (CD14),414,Poverty,"23,361",20.9,,
2010-14,Neighborhood (community district),Queens, Rockaway and Broad Channel (CD14),414,Poverty,"22,872",20.2,,
2011-15,Neighborhood (community district),Queens, Rockaway and Broad Channel (CD14),414,Poverty,"21,801",19,,
2012-16,Neighborhood (community district),Queens, Rockaway and Broad Channel (CD14),414,Poverty,"22,440",19.2,,
2013-17,Neighborhood (community district),Queens, Rockaway and Broad Channel (CD14),414,Poverty,"23,109",19.5,,
2009-13,Neighborhood (community district),Brooklyn, Sheepshead Bay (CD15),315,Poverty,"22,421",15.3,,
2010-14,Neighborhood (community district),Brooklyn, Sheepshead Bay (CD15),315,Poverty,"23,983",16.3,,
2011-15,Neighborhood (community district),Brooklyn, Sheepshead Bay (CD15),315,Poverty,"24,529",16.4,,
2012-16,Neighborhood (community district),Brooklyn, Sheepshead Bay (CD15),315,Poverty,"24,924",16.6,,
2013-17,Neighborhood (community district),Brooklyn, Sheepshead Bay (CD15),315,Poverty,"23,997",15.6,,
2009-13,Neighborhood (community district),Staten Island, South Beach and Willowbrook (CD2),502,Poverty,"12,059",9.2,,
2010-14,Neighborhood (community district),Staten Island, South Beach and Willowbrook (CD2),502,Poverty,"11,457",8.8,,
2011-15,Neighborhood (community district),Staten Island, South Beach and Willowbrook (CD2),502,Poverty,"12,729",9.7,,
2012-16,Neighborhood (community district),Staten Island, South Beach and Willowbrook (CD2),502,Poverty,"13,926",10.5,,
2013-17,Neighborhood (community district),Staten Island, South Beach and Willowbrook (CD2),502,Poverty,"14,979",11.1,,
2009-13,Neighborhood (community district),Brooklyn, South Crown Heights and Lefferts Gardens (CD9),309,Poverty,"24,741",22.8,,
2010-14,Neighborhood (community district),Brooklyn, South Crown Heights and Lefferts Gardens (CD9),309,Poverty,"24,697",22.6,,
2011-15,Neighborhood (community district),Brooklyn, South Crown Heights and Lefferts Gardens (CD9),309,Poverty,"23,504",21.3,,
2012-16,Neighborhood (community district),Brooklyn, South Crown Heights and Lefferts Gardens (CD9),309,Poverty,"23,061",21,,
2013-17,Neighborhood (community district),Brooklyn, South Crown Heights and Lefferts Gardens (CD9),309,Poverty,"21,749",20.1,,
2009-13,Neighborhood (community district),Queens, South Ozone Park and Howard Beach (CD10),410,Poverty,"15,436",11.7,,
2010-14,Neighborhood (community district),Queens, South Ozone Park and Howard Beach (CD10),410,Poverty,"17,974",13.3,,
2011-15,Neighborhood (community district),Queens, South Ozone Park and Howard Beach (CD10),410,Poverty,"18,505",13.6,,
2012-16,Neighborhood (community district),Queens, South Ozone Park and Howard Beach (CD10),410,Poverty,"18,757",13.7,,
2013-17,Neighborhood (community district),Queens, South Ozone Park and Howard Beach (CD10),410,Poverty,"17,551",12.7,,
2009-13,Neighborhood (community district),Staten Island, St. George and Stapleton (CD1),501,Poverty,"33,325",19.6,,
2010-14,Neighborhood (community district),Staten Island, St. George and Stapleton (CD1),501,Poverty,"33,882",19.9,,
2011-15,Neighborhood (community district),Staten Island, St. George and Stapleton (CD1),501,Poverty,"33,893",20,,
2012-16,Neighborhood (community district),Staten Island, St. George and Stapleton (CD1),501,Poverty,"34,594",20.4,,
2013-17,Neighborhood (community district),Staten Island, St. George and Stapleton (CD1),501,Poverty,"34,274",20.1,,
2009-13,Neighborhood (community district),Manhattan, Stuyvesant Town and Turtle Bay (CD6),106,Poverty,"12,878",9,,
2010-14,Neighborhood (community district),Manhattan, Stuyvesant Town and Turtle Bay (CD6),106,Poverty,"13,440",9.5,,
2011-15,Neighborhood (community district),Manhattan, Stuyvesant Town and Turtle Bay (CD6),106,Poverty,"13,735",9.7,,
2012-16,Neighborhood (community district),Manhattan, Stuyvesant Town and Turtle Bay (CD6),106,Poverty,"12,573",8.9,,
2013-17,Neighborhood (community district),Manhattan, Stuyvesant Town and Turtle Bay (CD6),106,Poverty,"12,674",8.8,,
2009-13,Neighborhood (community district),Brooklyn, Sunset Park (CD7),307,Poverty,"41,399",28,,
2010-14,Neighborhood (community district),Brooklyn, Sunset Park (CD7),307,Poverty,"42,375",28.6,,
2011-15,Neighborhood (community district),Brooklyn, Sunset Park (CD7),307,Poverty,"43,792",29.2,,
2012-16,Neighborhood (community district),Brooklyn, Sunset Park (CD7),307,Poverty,"43,723",29.4,,
2013-17,Neighborhood (community district),Brooklyn, Sunset Park (CD7),307,Poverty,"39,844",27.1,,
2009-13,Neighborhood (community district),Bronx, Throgs Neck and Co-op City (CD10),210,Poverty,"15,202",13,,
2010-14,Neighborhood (community district),Bronx, Throgs Neck and Co-op City (CD10),210,Poverty,"15,027",12.5,,
2011-15,Neighborhood (community district),Bronx, Throgs Neck and Co-op City (CD10),210,Poverty,"14,504",12.1,,
2012-16,Neighborhood (community district),Bronx, Throgs Neck and Co-op City (CD10),210,Poverty,"14,265",12,,
2013-17,Neighborhood (community district),Bronx, Throgs Neck and Co-op City (CD10),210,Poverty,"13,535",11.4,,
2009-13,Neighborhood (community district),Staten Island, Tottenville and Great Kills (CD3),503,Poverty,"9,572",5.9,,
2010-14,Neighborhood (community district),Staten Island, Tottenville and Great Kills (CD3),503,Poverty,"12,066",7.3,,
2011-15,Neighborhood (community district),Staten Island, Tottenville and Great Kills (CD3),503,Poverty,"11,848",7.1,,
2012-16,Neighborhood (community district),Staten Island, Tottenville and Great Kills (CD3),503,Poverty,"12,010",7.3,,
